,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,57
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,46
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,79
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,71
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,62
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,62
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,89
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,190
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,169
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,132
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,89
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,43
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,42
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,19
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,11
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,4
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,2
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,1
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,4
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,36
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,95
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,219
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,122
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,45
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,59
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,84
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,67
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,70
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,62
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,86
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,172
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,163
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,112
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,69
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,48
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,52
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,23
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,17
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,7
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,1
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,1
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,5
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,34
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,84
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,210
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,134
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,63
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,67
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,59
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,73
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,50
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,72
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,87
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,187
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,123
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,95
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,51
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,39
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,36
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,15
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,25
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,16
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,16
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,7
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,1
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,5
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,2
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,9
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,15
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,20
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,61
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,62
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,98
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,102
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,95
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,74
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,76
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,69
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,55
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,30
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,28
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,37
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,34
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,22
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,25
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,12
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,11
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,4
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,1
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,1
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,1
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,6
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,10
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,19
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,49
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,49
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,83
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,75
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,72
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,82
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,92
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,62
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,48
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,41
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,38
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,20
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,15
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,6
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,5
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,3
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,1
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,3
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,3
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,31
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,77
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,188
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,94
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,31
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,30
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,52
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,54
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,47
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,45
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,74
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,178
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,155
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,95
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,74
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,38
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,24
232,2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,18
233,2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,12
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,3
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,3
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,6
237,2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,27
238,2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,99
239,2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,217
240,2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,130
241,2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,54
242,2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,35
243,2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,57
244,2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,52
245,2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,63
246,2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,47
247,2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,76
248,2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,136
249,2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,95
250,2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,51
251,2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,32
252,2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,20
253,2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,29
254,2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,19
255,2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,7
256,2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,6
257,2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,1
258,2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,5
259,2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,16
260,2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,54
261,2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,128
262,2011-01-12 09:00:00,1,0,1,1,6.56,6.82,59,22.0028,81
263,2011-01-12 10:00:00,1,0,1,1,7.38,9.09,55,15.0013,39
264,2011-01-12 11:00:00,1,0,1,1,8.2,9.09,51,26.0027,35
265,2011-01-12 12:00:00,1,0,1,1,8.2,7.575,47,39.0007,55
266,2011-01-12 13:00:00,1,0,1,1,9.02,9.85,44,23.9994,49
267,2011-01-12 14:00:00,1,0,1,1,8.2,9.09,47,22.0028,44
268,2011-01-12 15:00:00,1,0,1,1,8.2,8.335,47,27.9993,49
269,2011-01-12 16:00:00,1,0,1,1,9.02,9.85,44,22.0028,68
270,2011-01-12 17:00:00,1,0,1,1,8.2,9.09,47,23.9994,139
271,2011-01-12 18:00:00,1,0,1,1,8.2,7.575,47,35.0008,137
272,2011-01-12 19:00:00,1,0,1,1,7.38,7.575,47,27.9993,83
273,2011-01-12 20:00:00,1,0,1,1,6.56,6.82,50,22.0028,56
274,2011-01-12 21:00:00,1,0,1,1,6.56,6.82,55,22.0028,57
275,2011-01-12 22:00:00,1,0,1,1,6.56,6.06,55,30.0026,33
276,2011-01-12 23:00:00,1,0,1,1,5.74,5.305,59,27.9993,20
277,2011-01-13 00:00:00,1,0,1,1,5.74,6.06,59,19.0012,7
278,2011-01-13 01:00:00,1,0,1,1,5.74,6.06,50,19.0012,2
279,2011-01-13 02:00:00,1,0,1,1,5.74,6.06,50,23.9994,2
280,2011-01-13 03:00:00,1,0,1,1,5.74,6.06,50,22.0028,3
281,2011-01-13 04:00:00,1,0,1,1,5.74,6.06,50,16.9979,4
282,2011-01-13 05:00:00,1,0,1,1,5.74,6.06,50,19.9995,3
283,2011-01-13 06:00:00,1,0,1,1,4.92,7.575,54,8.9981,28
284,2011-01-13 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,72
285,2011-01-13 08:00:00,1,0,1,1,5.74,6.82,50,12.998,202
286,2011-01-13 09:00:00,1,0,1,1,5.74,6.06,50,22.0028,139
287,2011-01-13 10:00:00,1,0,1,2,6.56,6.82,50,23.9994,38
288,2011-01-13 11:00:00,1,0,1,2,8.2,8.335,44,30.0026,37
289,2011-01-13 12:00:00,1,0,1,1,8.2,8.335,44,27.9993,52
290,2011-01-13 13:00:00,1,0,1,1,9.02,9.85,41,30.0026,83
291,2011-01-13 14:00:00,1,0,1,1,9.02,9.85,41,26.0027,42
292,2011-01-13 15:00:00,1,0,1,1,9.84,10.605,38,19.9995,60
293,2011-01-13 16:00:00,1,0,1,1,9.84,10.605,38,23.9994,78
294,2011-01-13 17:00:00,1,0,1,1,8.2,9.09,40,19.0012,162
295,2011-01-13 18:00:00,1,0,1,1,8.2,9.09,40,22.0028,144
296,2011-01-13 19:00:00,1,0,1,1,6.56,7.575,47,16.9979,99
297,2011-01-13 20:00:00,1,0,1,1,6.56,7.575,47,15.0013,64
298,2011-01-13 21:00:00,1,0,1,1,5.74,6.06,46,19.9995,40
299,2011-01-13 22:00:00,1,0,1,1,5.74,6.06,46,22.0028,30
300,2011-01-13 23:00:00,1,0,1,1,4.92,6.82,50,12.998,15
301,2011-01-14 00:00:00,1,0,1,1,4.92,6.82,50,12.998,14
302,2011-01-14 01:00:00,1,0,1,1,4.1,6.06,54,11.0014,5
303,2011-01-14 02:00:00,1,0,1,1,4.1,6.06,54,8.9981,1
304,2011-01-14 03:00:00,1,0,1,1,4.1,6.82,54,7.0015,1
305,2011-01-14 05:00:00,1,0,1,1,4.1,6.82,54,6.0032,8
306,2011-01-14 06:00:00,1,0,1,1,4.1,9.09,54,0.0,17
307,2011-01-14 07:00:00,1,0,1,1,4.1,6.06,74,11.0014,70
308,2011-01-14 08:00:00,1,0,1,1,4.92,8.335,68,0.0,158
309,2011-01-14 09:00:00,1,0,1,1,5.74,7.575,69,8.9981,117
310,2011-01-14 10:00:00,1,0,1,1,7.38,9.09,55,12.998,44
311,2011-01-14 11:00:00,1,0,1,1,7.38,8.335,51,19.0012,53
312,2011-01-14 12:00:00,1,0,1,1,8.2,9.85,44,16.9979,61
313,2011-01-14 13:00:00,1,0,1,1,9.02,9.85,37,26.0027,77
314,2011-01-14 14:00:00,1,0,1,1,9.02,10.605,41,19.0012,64
315,2011-01-14 15:00:00,1,0,1,1,9.84,12.12,38,11.0014,68
316,2011-01-14 16:00:00,1,0,1,1,9.02,12.12,41,7.0015,90
317,2011-01-14 17:00:00,1,0,1,1,9.02,11.365,41,11.0014,159
318,2011-01-14 18:00:00,1,0,1,1,8.2,12.88,47,0.0,139
319,2011-01-14 19:00:00,1,0,1,1,6.56,9.85,59,6.0032,92
320,2011-01-14 20:00:00,1,0,1,1,7.38,12.12,59,0.0,68
321,2011-01-14 21:00:00,1,0,1,1,6.56,11.365,69,0.0,52
322,2011-01-14 22:00:00,1,0,1,2,6.56,11.365,69,0.0,36
323,2011-01-14 23:00:00,1,0,1,2,7.38,12.12,55,0.0,27
324,2011-01-15 00:00:00,1,0,0,1,7.38,12.12,55,0.0,28
325,2011-01-15 01:00:00,1,0,0,2,6.56,9.85,59,6.0032,20
326,2011-01-15 02:00:00,1,0,0,2,6.56,9.85,59,6.0032,12
327,2011-01-15 03:00:00,1,0,0,2,6.56,11.365,59,0.0,8
328,2011-01-15 04:00:00,1,0,0,2,6.56,11.365,59,0.0,5
329,2011-01-15 05:00:00,1,0,0,1,6.56,11.365,59,0.0,1
330,2011-01-15 06:00:00,1,0,0,1,5.74,8.335,63,7.0015,3
331,2011-01-15 07:00:00,1,0,0,1,5.74,10.605,63,0.0,10
332,2011-01-15 08:00:00,1,0,0,1,5.74,7.575,63,8.9981,23
333,2011-01-15 09:00:00,1,0,0,1,6.56,9.09,64,8.9981,33
334,2011-01-15 10:00:00,1,0,0,1,7.38,9.85,59,11.0014,59
335,2011-01-15 11:00:00,1,0,0,1,8.2,9.85,55,15.0013,72
336,2011-01-15 12:00:00,1,0,0,1,9.84,11.365,48,15.0013,89
337,2011-01-15 13:00:00,1,0,0,1,11.48,12.88,38,19.9995,101
338,2011-01-15 14:00:00,1,0,0,1,12.3,14.395,39,19.0012,118
339,2011-01-15 15:00:00,1,0,0,2,13.12,15.91,36,12.998,129
340,2011-01-15 16:00:00,1,0,0,2,13.94,16.665,34,12.998,128
341,2011-01-15 17:00:00,1,0,0,2,13.12,15.15,36,19.0012,83
342,2011-01-15 18:00:00,1,0,0,2,12.3,14.395,45,16.9979,84
343,2011-01-15 19:00:00,1,0,0,2,13.12,15.15,39,16.9979,74
344,2011-01-15 20:00:00,1,0,0,2,13.12,15.15,39,16.9979,41
345,2011-01-15 21:00:00,1,0,0,2,13.12,15.15,39,15.0013,57
346,2011-01-15 22:00:00,1,0,0,2,12.3,15.91,42,7.0015,26
347,2011-01-15 23:00:00,1,0,0,1,12.3,14.395,45,19.0012,44
348,2011-01-16 00:00:00,1,0,0,1,10.66,15.15,56,0.0,39
