business_id,score,date,type
335,79,03/06/2014,routine
335,66,06/17/2013,routine
337,94,04/02/2014,routine
337,78,06/24/2013,routine
379,100,12/02/2014,routine
379,89,03/17/2014,routine
379,80,11/18/2013,routine
383,100,02/23/2015,routine
383,88,08/22/2014,routine
383,92,09/19/2013,routine
384,88,05/06/2014,routine
384,94,07/22/2013,routine
385,90,04/10/2015,routine
385,90,03/06/2014,routine
386,90,01/27/2016,routine
386,83,10/24/2014,routine
386,90,04/24/2014,routine
386,83,08/27/2013,routine
389,100,12/17/2014,routine
389,100,10/11/2013,routine
393,90,07/07/2015,routine
393,94,06/25/2014,routine
393,94,12/23/2013,routine
393,96,04/29/2013,routine
394,100,06/25/2014,routine
394,100,01/24/2014,routine
394,100,05/09/2013,routine
395,100,06/25/2014,routine
395,98,01/23/2014,routine
395,100,05/09/2013,routine
397,96,06/24/2014,routine
397,100,01/24/2014,routine
397,100,05/09/2013,routine
400,94,06/13/2014,routine
400,100,08/01/2013,routine
403,81,07/23/2015,routine
403,85,05/30/2014,routine
403,94,11/27/2013,routine
403,91,05/28/2013,routine
409,98,04/14/2015,routine
409,100,06/14/2013,routine
413,87,06/27/2014,routine
413,84,09/17/2013,routine
415,87,09/03/2015,routine
415,87,07/29/2014,routine
415,83,01/24/2014,routine
415,82,05/14/2013,routine
420,72,01/08/2015,routine
420,86,05/20/2014,routine
421,79,10/21/2014,routine
421,94,05/10/2013,routine
422,92,09/18/2015,routine
422,86,06/26/2014,routine
422,75,11/19/2013,routine
423,85,12/09/2014,routine
423,88,07/16/2014,routine
423,77,10/01/2013,routine
423,96,06/28/2013,routine
424,81,05/05/2015,routine
424,94,04/10/2014,routine
424,94,08/21/2013,routine
428,100,04/27/2015,routine
428,100,08/26/2014,routine
428,100,03/06/2014,routine
429,82,02/23/2015,routine
429,92,05/21/2014,routine
430,86,01/14/2015,routine
430,91,05/22/2014,routine
431,91,11/19/2014,routine
431,98,10/29/2013,routine
435,92,10/28/2015,routine
435,96,08/27/2014,routine
435,94,01/08/2014,routine
436,81,10/21/2014,routine
436,87,09/25/2013,routine
438,90,03/21/2016,routine
438,89,04/21/2015,routine
438,88,04/02/2014,routine
438,88,07/10/2013,routine
442,86,03/08/2016,routine
442,83,10/22/2014,routine
442,92,03/13/2014,routine
442,78,05/08/2013,routine
443,92,03/16/2016,routine
443,89,09/15/2014,routine
443,90,02/10/2014,routine
443,75,05/10/2013,routine
447,87,07/23/2015,routine
447,85,06/04/2014,routine
447,94,10/23/2013,routine
448,84,10/21/2015,routine
448,85,08/18/2014,routine
448,84,01/08/2014,routine
462,98,09/15/2014,routine
462,100,05/29/2013,routine
463,85,02/17/2015,routine
463,88,06/27/2014,routine
463,92,12/18/2013,routine
468,82,11/07/2014,routine
468,84,05/06/2014,routine
469,71,05/07/2014,routine
470,94,02/19/2015,routine
470,94,02/04/2014,routine
473,87,07/20/2015,routine
473,92,08/27/2014,routine
473,82,02/04/2014,routine
473,92,06/07/2013,routine
475,90,10/06/2015,routine
475,94,08/11/2014,routine
475,92,02/05/2014,routine
477,88,04/06/2016,routine
477,88,03/02/2015,routine
477,83,06/04/2014,routine
477,87,11/20/2013,routine
479,82,10/03/2014,routine
480,72,08/06/2014,routine
483,75,09/16/2014,routine
484,86,08/22/2014,routine
485,98,09/23/2015,routine
485,90,09/11/2014,routine
485,90,02/05/2014,routine
486,90,02/13/2015,routine
488,81,09/16/2014,routine
488,90,05/21/2013,routine
489,69,03/08/2016,routine
489,72,07/28/2015,routine
489,77,01/12/2015,routine
489,83,06/17/2014,routine
489,77,09/23/2013,routine
494,67,11/18/2014,routine
496,91,04/12/2016,routine
496,90,01/07/2015,routine
496,84,05/08/2014,routine
500,86,09/30/2015,routine
500,81,08/11/2014,routine
500,77,03/27/2014,routine
500,88,08/20/2013,routine
502,100,03/27/2015,routine
502,92,04/21/2014,routine
502,100,06/25/2013,routine
503,89,10/29/2014,routine
503,90,02/10/2014,routine
503,83,07/16/2013,routine
505,96,06/23/2015,routine
505,78,10/24/2014,routine
505,94,06/04/2014,routine
505,100,11/12/2013,routine
507,80,03/24/2016,routine
507,98,02/23/2015,routine
507,94,08/25/2014,routine
507,96,02/07/2014,routine
507,100,08/08/2013,routine
509,79,02/22/2016,routine
509,57,12/29/2014,routine
509,92,05/14/2014,routine
509,90,11/13/2013,routine
509,85,05/06/2013,routine
510,90,11/03/2014,routine
510,92,05/05/2014,routine
510,79,11/18/2013,routine
510,85,05/01/2013,routine
519,100,01/22/2015,routine
519,98,06/09/2014,routine
519,96,06/28/2013,routine
520,90,06/11/2014,routine
520,79,12/18/2013,routine
520,82,05/15/2013,routine
522,93,11/24/2015,routine
522,96,06/30/2015,routine
522,100,12/12/2014,routine
522,100,05/30/2014,routine
522,98,11/15/2013,routine
522,96,05/22/2013,routine
527,88,10/05/2015,routine
527,81,09/26/2014,routine
527,88,06/04/2014,routine
527,94,01/09/2014,routine
527,86,06/18/2013,routine
529,90,10/09/2014,routine
529,86,07/21/2014,routine
529,92,01/14/2014,routine
538,85,04/11/2016,routine
538,96,07/14/2014,routine
538,92,02/24/2014,routine
538,83,08/26/2013,routine
539,96,04/19/2016,routine
539,92,05/11/2015,routine
539,98,03/19/2014,routine
539,96,09/25/2013,routine
542,83,02/24/2016,routine
542,92,06/10/2014,routine
542,88,06/25/2013,routine
544,87,08/05/2014,routine
544,92,02/26/2014,routine
547,98,04/12/2016,routine
547,98,08/13/2015,routine
547,96,12/10/2014,routine
547,100,04/24/2014,routine
547,100,11/19/2013,routine
547,100,05/23/2013,routine
551,85,03/21/2016,routine
551,96,06/10/2014,routine
551,83,09/25/2013,routine
552,83,08/05/2014,routine
552,87,02/10/2014,routine
552,81,06/27/2013,routine
557,90,05/07/2015,routine
557,92,08/14/2013,routine
558,92,02/29/2016,routine
558,96,02/24/2015,routine
558,96,02/11/2014,routine
558,88,05/08/2013,routine
562,100,04/02/2014,routine
562,100,10/03/2013,routine
567,91,12/19/2014,routine
567,100,10/03/2013,routine
573,94,10/23/2014,routine
573,94,09/17/2013,routine
580,91,03/11/2016,routine
580,93,08/20/2015,routine
580,96,08/11/2014,routine
580,96,01/29/2014,routine
580,94,05/16/2013,routine
587,90,06/26/2014,routine
587,88,09/27/2013,routine
588,78,11/17/2015,routine
588,90,08/12/2014,routine
588,85,03/10/2014,routine
588,89,06/26/2013,routine
589,84,04/23/2014,routine
589,76,11/13/2013,routine
589,90,05/06/2013,routine
591,92,05/12/2014,routine
591,90,09/12/2013,routine
597,85,03/10/2016,followUp
597,72,02/29/2016,routine
597,90,11/20/2014,routine
597,98,03/19/2014,routine
606,77,11/14/2014,routine
610,73,05/28/2014,routine
610,86,09/30/2013,routine
615,100,09/14/2015,routine
615,96,07/08/2014,routine
615,100,01/06/2014,routine
619,93,04/23/2015,routine
619,89,08/11/2014,routine
619,88,02/11/2014,routine
619,90,08/22/2013,routine
625,96,06/25/2015,routine
625,96,02/07/2014,routine
625,96,08/01/2013,routine
627,93,08/19/2015,routine
627,100,06/17/2014,routine
627,92,12/16/2013,routine
627,81,08/26/2013,routine
628,82,04/18/2016,routine
628,92,06/09/2014,routine
628,93,12/16/2013,routine
628,91,07/22/2013,routine
631,96,02/03/2014,routine
631,94,08/28/2013,routine
634,67,03/08/2016,routine
634,77,02/03/2014,routine
634,76,09/10/2013,routine
639,92,03/03/2016,routine
639,92,08/06/2015,routine
639,92,01/20/2015,routine
639,96,10/18/2013,routine
642,100,01/28/2015,routine
642,100,03/06/2014,routine
642,100,10/28/2013,routine
642,100,05/02/2013,routine
645,100,01/28/2015,routine
645,98,02/10/2014,routine
645,98,08/14/2013,routine
659,92,11/24/2014,routine
659,98,03/14/2014,routine
659,86,10/28/2013,routine
665,86,11/04/2014,routine
665,88,02/13/2014,routine
665,88,05/01/2013,routine
670,86,06/02/2015,routine
670,84,08/26/2014,routine
670,92,01/24/2014,routine
670,88,06/19/2013,routine
687,83,06/18/2014,routine
687,82,05/09/2013,routine
691,92,06/10/2015,routine
691,86,08/27/2014,routine
691,91,01/09/2014,routine
691,94,05/23/2013,routine
695,94,04/04/2016,routine
695,98,06/19/2014,routine
695,96,12/31/2013,routine
703,57,02/24/2015,routine
703,75,05/14/2013,routine
709,82,11/10/2015,routine
726,75,02/17/2016,routine
726,90,01/13/2014,routine
727,92,04/28/2014,routine
729,92,04/30/2015,routine
729,81,02/13/2014,routine
729,81,07/12/2013,routine
741,83,08/18/2014,routine
741,86,02/03/2014,routine
741,86,05/03/2013,routine
744,100,07/23/2015,routine
744,90,04/23/2014,routine
744,85,08/05/2013,routine
758,100,01/22/2015,routine
758,100,06/09/2014,routine
758,96,06/28/2013,routine
760,96,10/06/2015,routine
760,94,09/19/2014,routine
760,96,06/11/2013,routine
765,84,06/03/2015,routine
765,96,05/29/2014,routine
765,96,11/19/2013,routine
768,87,06/01/2015,routine
768,100,05/12/2014,routine
768,94,10/08/2013,routine
773,91,02/25/2015,routine
773,94,05/27/2014,routine
773,94,09/25/2013,routine
774,92,11/04/2014,routine
774,94,09/23/2013,routine
786,94,08/03/2015,routine
786,90,06/27/2014,routine
792,94,04/14/2016,routine
792,90,11/24/2014,routine
792,94,02/06/2014,routine
792,90,05/30/2013,routine
795,96,04/06/2015,routine
795,96,03/18/2014,routine
795,96,06/10/2013,routine
796,71,09/09/2014,routine
798,90,11/21/2014,routine
798,90,02/13/2014,routine
798,89,07/12/2013,routine
799,100,04/30/2015,routine
799,98,03/19/2014,routine
799,100,07/16/2013,routine
809,74,11/06/2014,routine
809,86,03/11/2014,routine
809,82,07/26/2013,routine
811,96,09/28/2015,routine
811,67,07/13/2015,routine
811,96,05/21/2014,routine
811,90,06/10/2013,routine
816,87,08/19/2015,routine
816,89,11/03/2014,routine
816,87,12/09/2013,routine
821,80,11/05/2014,routine
824,92,10/07/2014,routine
824,78,02/11/2014,routine
824,87,05/21/2013,routine
826,100,03/03/2015,routine
826,96,06/05/2014,routine
826,92,06/07/2013,routine
827,98,12/04/2014,routine
827,92,12/18/2013,routine
830,84,07/30/2015,routine
830,87,06/20/2014,routine
830,94,12/20/2013,routine
835,77,01/06/2016,routine
835,86,01/20/2015,routine
835,71,11/14/2013,routine
840,81,10/28/2015,routine
840,85,06/04/2014,routine
840,72,10/30/2013,routine
842,92,05/28/2015,routine
842,85,05/02/2014,routine
842,81,05/08/2013,routine
843,74,05/07/2014,routine
845,92,01/14/2015,routine
845,92,05/22/2013,routine
847,85,09/19/2014,routine
850,85,01/13/2015,routine
850,90,05/09/2014,routine
852,72,03/24/2015,routine
852,66,04/10/2014,routine
852,82,07/16/2013,routine
854,80,09/03/2014,routine
854,84,02/05/2014,routine
856,93,10/14/2015,routine
856,96,07/29/2014,routine
856,94,01/09/2014,routine
856,94,06/04/2013,routine
874,96,04/06/2016,routine
874,82,12/26/2014,routine
874,96,04/25/2014,routine
874,90,11/19/2013,routine
874,86,05/09/2013,routine
876,92,09/02/2014,routine
876,94,02/18/2014,routine
876,88,06/15/2013,routine
880,73,08/12/2014,routine
884,86,03/09/2016,routine
884,77,12/10/2015,routine
884,87,10/06/2014,routine
884,92,11/13/2013,routine
886,94,11/20/2015,routine
886,100,11/05/2014,routine
886,100,02/25/2014,routine
891,82,04/07/2015,routine
892,100,12/05/2014,routine
892,86,11/21/2014,routine
892,89,05/14/2014,routine
892,93,08/16/2013,routine
902,96,08/25/2015,routine
902,90,10/02/2014,routine
902,96,03/13/2014,routine
902,94,06/04/2013,routine
903,86,02/25/2015,routine
903,75,02/21/2014,routine
903,62,07/11/2013,routine
905,94,09/03/2015,routine
905,93,08/25/2014,routine
905,100,03/12/2014,routine
905,100,07/24/2013,routine
911,92,09/16/2015,routine
911,92,09/03/2014,routine
911,89,02/27/2014,routine
917,96,08/14/2015,routine
917,86,04/30/2014,routine
917,89,10/02/2013,routine
919,92,03/30/2016,routine
919,94,02/09/2015,routine
919,92,03/11/2014,routine
919,96,08/29/2013,routine
919,87,04/25/2013,routine
920,100,03/30/2016,routine
920,100,02/09/2015,routine
920,90,03/11/2014,routine
920,90,08/29/2013,routine
920,88,04/25/2013,routine
929,92,06/03/2014,routine
929,86,06/04/2013,routine
935,85,09/28/2015,routine
935,89,02/17/2015,routine
935,91,04/23/2014,routine
935,91,09/17/2013,routine
941,91,02/26/2015,routine
941,100,04/22/2014,routine
941,80,08/06/2013,routine
943,85,07/20/2015,routine
943,84,05/14/2014,routine
943,88,01/31/2014,routine
949,100,02/09/2016,routine
949,96,07/08/2015,routine
949,90,10/21/2014,routine
949,96,06/12/2014,routine
949,100,02/11/2014,routine
950,92,12/01/2014,routine
950,98,04/24/2014,routine
950,96,04/22/2013,routine
951,92,08/28/2015,routine
951,100,11/19/2014,routine
951,100,05/19/2014,routine
951,96,01/29/2014,routine
951,84,08/01/2013,routine
952,91,06/23/2014,routine
952,85,12/16/2013,routine
961,92,10/30/2015,routine
961,90,11/18/2014,routine
961,85,05/29/2014,routine
961,92,01/06/2014,routine
961,93,06/28/2013,routine
966,84,05/08/2014,routine
966,81,10/01/2013,routine
968,82,03/24/2015,routine
968,90,09/02/2014,routine
968,94,04/07/2014,routine
968,85,10/08/2013,routine
972,76,07/28/2014,routine
972,81,02/12/2014,routine
972,91,07/18/2013,routine
984,91,11/03/2014,routine
984,90,04/30/2014,routine
984,92,10/24/2013,routine
985,81,05/05/2014,routine
985,74,10/24/2013,routine
993,96,04/10/2015,routine
993,100,03/13/2014,routine
993,100,05/29/2013,routine
994,100,02/19/2016,routine
994,90,12/09/2014,routine
994,98,05/20/2014,routine
994,98,11/19/2013,routine
994,91,06/27/2013,routine
999,92,05/19/2015,routine
999,98,02/05/2014,routine
999,98,08/02/2013,routine
1000,77,03/25/2015,routine
1000,77,04/15/2014,routine
1000,74,09/16/2013,routine
1000,57,04/24/2013,routine
1002,90,02/17/2016,routine
1002,89,01/26/2015,routine
1002,94,04/02/2014,routine
1002,82,08/27/2013,routine
1003,98,04/07/2015,routine
1003,94,05/12/2014,routine
1003,96,10/02/2013,routine
1003,84,04/30/2013,routine
1005,81,11/14/2014,routine
1005,85,03/03/2014,routine
1005,86,07/25/2013,routine
1008,98,12/02/2015,routine
1008,98,04/14/2014,routine
1008,98,10/11/2013,routine
1018,100,03/25/2014,routine
1018,100,09/26/2013,routine
1021,98,11/17/2015,routine
1021,94,08/11/2014,routine
1021,89,01/28/2014,routine
1021,94,06/12/2013,routine
1026,88,05/20/2015,routine
1026,94,03/07/2014,routine
1031,93,06/17/2014,routine
1031,96,01/29/2014,routine
1031,89,08/26/2013,routine
1036,74,04/11/2014,routine
1036,88,11/07/2013,routine
1042,91,05/12/2015,routine
1042,94,03/04/2014,routine
1043,96,06/05/2015,routine
1043,96,05/12/2014,routine
1043,98,12/26/2013,routine
1047,80,06/29/2015,routine
1047,94,05/01/2014,routine
1047,92,06/05/2013,routine
1048,92,12/10/2015,routine
1048,85,09/01/2015,routine
1048,96,06/03/2014,routine
1048,88,06/26/2013,routine
1060,96,06/03/2014,routine
1060,94,03/05/2014,routine
1065,80,08/06/2015,routine
1065,89,07/16/2014,routine
1065,94,11/12/2013,routine
1075,90,03/09/2016,routine
1075,90,01/11/2016,routine
1075,94,03/10/2014,routine
1075,78,09/05/2013,routine
1081,84,02/22/2016,routine
1081,86,06/15/2015,routine
1081,100,04/17/2014,routine
1081,100,10/21/2013,routine
1081,98,04/25/2013,routine
1085,89,10/03/2014,routine
1085,100,03/03/2014,routine
1090,98,01/26/2015,routine
1090,98,12/17/2013,routine
1102,82,03/11/2016,routine
1102,92,06/16/2015,routine
1102,90,09/17/2014,routine
1102,96,02/04/2014,routine
1102,96,09/11/2013,routine
1103,96,12/24/2015,routine
1103,100,05/19/2015,routine
1103,100,04/24/2014,routine
1103,96,10/04/2013,routine
1103,94,05/09/2013,routine
1111,94,05/13/2015,routine
1116,94,06/10/2015,routine
1116,96,08/29/2014,routine
1116,98,01/31/2014,routine
1116,98,07/09/2013,routine
1122,94,03/29/2016,routine
1122,98,02/04/2015,routine
1122,100,06/16/2014,routine
1122,91,12/05/2013,routine
1122,100,05/30/2013,routine
1124,89,03/30/2016,routine
1124,90,06/25/2014,routine
1124,92,12/30/2013,routine
1125,94,12/02/2014,routine
1125,86,06/06/2014,routine
1125,91,10/25/2013,routine
1127,90,09/16/2014,routine
1127,92,03/07/2014,routine
1135,90,03/10/2015,routine
1135,100,10/11/2013,routine
1139,79,05/01/2015,routine
1144,86,03/29/2016,routine
1144,75,12/22/2015,routine
1144,74,11/25/2014,routine
1144,79,03/25/2014,routine
1144,83,08/19/2013,routine
1146,83,01/22/2015,routine
1146,88,05/30/2014,routine
1146,70,11/07/2013,routine
1146,82,07/11/2013,routine
1147,98,02/03/2015,routine
1147,100,08/01/2014,routine
1147,100,02/06/2014,routine
1147,100,08/05/2013,routine
1151,98,03/06/2015,routine
1151,90,01/27/2014,routine
1154,88,01/05/2016,routine
1154,93,04/17/2014,routine
1154,96,10/21/2013,routine
1154,89,04/26/2013,routine
1156,92,04/01/2016,routine
1156,93,03/17/2015,routine
1156,94,06/18/2014,routine
1156,100,12/06/2013,routine
1156,94,04/24/2013,routine
1157,96,09/16/2015,routine
1157,94,09/16/2014,routine
1157,90,02/20/2014,routine
1157,87,08/28/2013,routine
1159,87,08/20/2015,routine
1159,92,06/02/2014,routine
1159,96,04/30/2013,routine
1186,88,04/29/2014,routine
1186,92,11/25/2013,routine
1186,100,05/01/2013,routine
1188,100,01/02/2014,routine
1191,94,11/06/2015,routine
1191,88,06/18/2014,routine
1193,83,01/28/2016,routine
1193,98,06/01/2015,routine
1193,98,04/22/2014,routine
1193,100,08/13/2013,routine
1194,98,06/12/2015,routine
1194,100,06/10/2014,routine
1194,100,09/05/2013,routine
1199,90,04/14/2016,routine
1199,98,03/10/2015,routine
1199,100,10/10/2013,routine
1203,92,09/24/2015,routine
1203,98,12/09/2014,routine
1203,94,03/11/2014,routine
1203,94,07/26/2013,routine
1204,92,02/09/2016,routine
1204,96,07/08/2015,routine
1204,92,10/21/2014,routine
1204,96,04/10/2014,routine
1204,92,12/12/2013,routine
1207,56,07/21/2015,routine
1216,74,01/12/2015,routine
1216,78,02/19/2014,routine
1216,74,07/19/2013,routine
1219,88,12/15/2014,routine
1219,96,04/16/2014,routine
1219,91,08/30/2013,routine
1231,94,02/04/2014,routine
1231,82,08/01/2013,routine
1232,96,02/26/2015,routine
1232,92,06/02/2014,routine
1232,90,09/11/2013,routine
1241,88,08/05/2014,routine
1241,92,03/14/2014,routine
1241,87,08/28/2013,routine
1243,91,07/28/2015,routine
1243,92,07/29/2014,routine
1243,92,01/23/2014,routine
1243,83,06/06/2013,routine
1244,79,07/21/2014,routine
1249,83,02/16/2016,routine
1249,73,02/24/2015,routine
1249,89,06/09/2014,routine
1249,90,01/08/2014,routine
1249,86,06/03/2013,routine
1259,92,04/24/2015,routine
1259,96,04/04/2014,routine
1259,92,08/30/2013,routine
1261,89,12/29/2015,routine
1261,90,12/15/2015,routine
1261,91,06/11/2015,routine
1261,90,06/10/2015,routine
1261,84,06/18/2014,routine
1261,81,10/09/2013,routine
1262,88,08/05/2015,routine
1262,84,04/30/2014,routine
1262,79,07/25/2013,routine
1263,96,08/05/2015,routine
1263,85,03/18/2014,routine
1263,88,05/31/2013,routine
1265,98,05/30/2014,routine
1265,96,11/06/2013,routine
1269,100,05/02/2014,routine
1269,100,07/15/2013,routine
1273,96,03/23/2015,routine
1273,89,02/25/2014,routine
1274,82,09/24/2015,routine
1274,81,05/07/2015,routine
1274,96,01/30/2014,routine
1274,96,07/31/2013,routine
1280,100,06/13/2014,routine
1280,94,11/20/2013,routine
1282,96,12/23/2015,routine
1282,92,06/02/2015,routine
1282,100,02/06/2014,routine
1282,100,08/05/2013,routine
1289,79,09/23/2015,routine
1289,88,03/23/2015,routine
1289,94,05/06/2014,routine
1289,92,10/22/2013,routine
1289,87,05/20/2013,routine
1294,93,06/09/2015,routine
1294,94,05/06/2014,routine
1294,90,10/29/2013,routine
1294,92,05/22/2013,routine
1296,80,02/09/2016,routine
