business_id,date,description
126,10/28/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/3/2014 ]
126,04/10/2014,Contaminated or adulterated food  [ date violation corrected: 10/28/2014 ]
126,04/10/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/28/2014 ]
126,04/10/2014,Unclean nonfood contact surfaces  [ date violation corrected: 10/28/2014 ]
126,04/10/2014,Improper food storage  [ date violation corrected: 10/28/2014 ]
126,04/10/2014,Foods not protected from contamination  [ date violation corrected: 10/28/2014 ]
126,04/10/2014,High risk vermin infestation  [ date violation corrected: 10/28/2014 ]
126,04/10/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/28/2014 ]
126,04/10/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/28/2014 ]
126,07/16/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/23/2013 ]
126,07/16/2013,Moderate risk food holding temperature   [ date violation corrected: 7/23/2013 ]
126,07/16/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/23/2013 ]
126,07/16/2013,Improper food storage  [ date violation corrected: 7/23/2013 ]
126,07/16/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/23/2013 ]
126,07/16/2013,Unclean nonfood contact surfaces  [ date violation corrected: 7/23/2013 ]
130,11/17/2015,Inadequate warewashing facilities or equipment
130,11/17/2015,Low risk vermin infestation
132,02/25/2015,Unclean or degraded floors walls or ceilings
132,02/25/2015,Inadequately cleaned or sanitized food contact surfaces
132,02/25/2015,Improper food storage
132,02/25/2015,Unclean nonfood contact surfaces
132,02/25/2015,Inadequate dressing rooms or improper storage of personal items
132,02/25/2015,Unapproved or unmaintained equipment or utensils
132,06/25/2014,Improper food storage  [ date violation corrected: 7/17/2014 ]
132,06/25/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/17/2014 ]
132,06/25/2014,Moderate risk food holding temperature   [ date violation corrected: 7/17/2014 ]
132,06/25/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/17/2014 ]
134,08/06/2015,Improper storage of equipment utensils or linens
140,04/14/2016,High risk food holding temperature   [ date violation corrected: 4/14/2016 ]
140,04/14/2016,Unclean or degraded floors walls or ceilings
140,04/14/2016,Inadequate and inaccessible handwashing facilities
140,04/14/2016,Permit license or inspection report not posted  [ date violation corrected: 4/14/2016 ]
140,07/09/2014,Moderate risk food holding temperature   [ date violation corrected: 4/14/2016 ]
140,11/22/2013,High risk food holding temperature   [ date violation corrected: 12/6/2013 ]
140,11/22/2013,Improper reheating of food  [ date violation corrected: 12/6/2013 ]
140,11/22/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/6/2013 ]
140,11/22/2013,Moderate risk food holding temperature   [ date violation corrected: 12/6/2013 ]
141,04/09/2014,Improper food storage  [ date violation corrected: 10/17/2014 ]
141,04/22/2013,Moderate risk food holding temperature   [ date violation corrected: 6/13/2013 ]
141,04/22/2013,Improper food storage  [ date violation corrected: 6/13/2013 ]
146,04/07/2016,Moderate risk food holding temperature 
146,04/07/2016,Foods not protected from contamination
146,04/07/2016,Wiping cloths not clean or properly stored or inadequate sanitizer
146,04/07/2016,Low risk vermin infestation
146,04/07/2016,Inadequate and inaccessible handwashing facilities
146,07/23/2015,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/7/2016 ]
146,07/23/2015,High risk food holding temperature   [ date violation corrected: 4/7/2016 ]
146,04/29/2014,Low risk vermin infestation  [ date violation corrected: 4/29/2014 ]
146,11/22/2013,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/22/2013 ]
146,11/22/2013,Employee eating or smoking  [ date violation corrected: 11/22/2013 ]
146,05/29/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/4/2013 ]
151,05/20/2015,Improper storage use or identification of toxic substances  [ date violation corrected: 6/29/2015 ]
151,05/20/2015,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 6/29/2015 ]
151,05/20/2015,High risk food holding temperature   [ date violation corrected: 6/29/2015 ]
151,03/12/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/20/2015 ]
151,03/12/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/20/2015 ]
155,12/29/2015,High risk vermin infestation
155,06/10/2015,High risk vermin infestation  [ date violation corrected: 6/18/2015 ]
155,06/10/2015,Food safety certificate or food handler card not available  [ date violation corrected: 6/18/2015 ]
155,06/10/2015,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 6/18/2015 ]
155,06/23/2014,Improper or defective plumbing  [ date violation corrected: 7/22/2014 ]
155,06/23/2014,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 7/22/2014 ]
155,06/23/2014,Food safety certificate or food handler card not available  [ date violation corrected: 7/22/2014 ]
155,02/24/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/23/2014 ]
155,02/24/2014,Low risk vermin infestation  [ date violation corrected: 6/23/2014 ]
155,02/24/2014,Food safety certificate or food handler card not available  [ date violation corrected: 6/23/2014 ]
155,04/30/2013,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/24/2014 ]
155,04/30/2013,No thermometers or uncalibrated thermometers   [ date violation corrected: 2/24/2014 ]
155,04/30/2013,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 2/24/2014 ]
164,11/06/2015,Wiping cloths not clean or properly stored or inadequate sanitizer
164,11/06/2015,Unapproved or unmaintained equipment or utensils
164,07/29/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/3/2014 ]
178,07/30/2014,Inadequate and inaccessible handwashing facilities
178,07/30/2014,Inadequately cleaned or sanitized food contact surfaces
178,07/30/2014,Food safety certificate or food handler card not available
178,02/04/2014,Foods not protected from contamination  [ date violation corrected: 7/30/2014 ]
179,05/22/2014,Unapproved or unmaintained equipment or utensils
179,05/22/2014,Moderate risk food holding temperature 
179,08/28/2013,Low risk vermin infestation  [ date violation corrected: 5/22/2014 ]
179,08/28/2013,Insufficient hot water or running water  [ date violation corrected: 5/22/2014 ]
179,08/28/2013,Moderate risk food holding temperature   [ date violation corrected: 5/22/2014 ]
180,01/06/2016,Moderate risk food holding temperature 
180,01/06/2016,Food safety certificate or food handler card not available
180,01/06/2016,Wiping cloths not clean or properly stored or inadequate sanitizer
180,01/06/2016,Inadequate and inaccessible handwashing facilities
180,11/04/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/28/2015 ]
180,11/04/2014,High risk vermin infestation  [ date violation corrected: 12/28/2015 ]
180,10/21/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/20/2014 ]
180,10/21/2013,High risk vermin infestation  [ date violation corrected: 10/21/2013 ]
184,09/23/2014,Unclean or degraded floors walls or ceilings
184,09/23/2014,Improper food storage
187,09/05/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/1/2014 ]
187,09/05/2013,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/1/2014 ]
187,09/05/2013,Improper food storage  [ date violation corrected: 4/1/2014 ]
187,09/05/2013,Improper storage of equipment utensils or linens  [ date violation corrected: 4/1/2014 ]
190,03/27/2015,Permit license or inspection report not posted
190,03/27/2015,Moderate risk food holding temperature 
190,03/27/2015,Improper or defective plumbing
190,04/21/2014,Permit license or inspection report not posted  [ date violation corrected: 3/27/2015 ]
192,08/13/2014,Improper food storage
192,08/13/2014,Wiping cloths not clean or properly stored or inadequate sanitizer
192,08/13/2014,Moderate risk food holding temperature 
194,04/20/2015,Contaminated or adulterated food  [ date violation corrected: 4/29/2015 ]
194,04/20/2015,Moderate risk food holding temperature   [ date violation corrected: 4/29/2015 ]
194,04/20/2015,Food safety certificate or food handler card not available  [ date violation corrected: 4/29/2015 ]
194,04/20/2015,Unclean hands or improper use of gloves  [ date violation corrected: 4/29/2015 ]
194,03/07/2014,Unclean nonfood contact surfaces  [ date violation corrected: 4/20/2015 ]
194,03/07/2014,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 4/20/2015 ]
194,03/05/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/20/2015 ]
194,03/05/2014,No plan review or Building Permit  [ date violation corrected: 3/25/2014 ]
194,03/05/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/7/2014 ]
194,03/05/2014,Moderate risk food holding temperature   [ date violation corrected: 3/7/2014 ]
198,10/29/2015,Inadequately cleaned or sanitized food contact surfaces
198,10/29/2015,Moderate risk food holding temperature 
198,02/06/2015,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 10/29/2015 ]
198,02/06/2015,Food safety certificate or food handler card not available  [ date violation corrected: 10/29/2015 ]
198,05/05/2014,Improper thawing methods   [ date violation corrected: 5/5/2014 ]
198,09/04/2013,No thermometers or uncalibrated thermometers   [ date violation corrected: 9/17/2013 ]
198,09/04/2013,Moderate risk food holding temperature   [ date violation corrected: 9/17/2013 ]
198,09/04/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/17/2013 ]
200,10/01/2015,Moderate risk food holding temperature 
200,10/01/2015,Unapproved or unmaintained equipment or utensils
200,01/29/2015,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/1/2015 ]
200,01/29/2015,Moderate risk vermin infestation  [ date violation corrected: 2/20/2015 ]
200,01/29/2015,Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/20/2015 ]
200,03/17/2014,Moderate risk food holding temperature   [ date violation corrected: 1/29/2015 ]
200,03/17/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/29/2015 ]
200,03/17/2014,Improper food storage  [ date violation corrected: 1/29/2015 ]
200,07/10/2013,Unauthorized or unsafe use of time as a public health control measure  [ date violation corrected: 8/30/2013 ]
200,07/10/2013,Foods not protected from contamination  [ date violation corrected: 8/30/2013 ]
200,07/10/2013,Improper food storage  [ date violation corrected: 8/30/2013 ]
200,07/10/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/30/2013 ]
208,10/07/2015,Moderate risk food holding temperature 
208,10/07/2015,Wiping cloths not clean or properly stored or inadequate sanitizer
208,10/07/2015,Low risk vermin infestation
208,02/12/2015,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/24/2015 ]
208,02/12/2015,Moderate risk vermin infestation  [ date violation corrected: 2/24/2015 ]
208,03/13/2014,Low risk vermin infestation  [ date violation corrected: 4/15/2014 ]
208,03/13/2014,High risk food holding temperature   [ date violation corrected: 4/15/2014 ]
208,06/05/2013,Moderate risk food holding temperature   [ date violation corrected: 3/13/2014 ]
208,06/05/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/13/2014 ]
208,06/05/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/13/2014 ]
217,03/29/2016,Unclean nonfood contact surfaces
217,03/29/2016,Unapproved or unmaintained equipment or utensils
217,03/29/2016,Unclean or degraded floors walls or ceilings
217,08/18/2015,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/3/2016 ]
217,08/18/2015,Improper storage of equipment utensils or linens  [ date violation corrected: 3/3/2016 ]
217,08/18/2015,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/3/2016 ]
217,06/24/2014,Inadequate warewashing facilities or equipment  [ date violation corrected: 8/11/2015 ]
217,06/24/2014,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/11/2015 ]
221,01/22/2014,High risk vermin infestation
221,01/22/2014,Unclean or degraded floors walls or ceilings
221,07/24/2013,High risk vermin infestation  [ date violation corrected: 8/1/2013 ]
